"OPENMONTH","LOAN_TERM","LOAN_SIZE","AGEINMONTHS","TOTAL_ACCOUNTS","TOTAL_IN_ARREARS"
"202407","6","1001 - 2000",3,50,11
"202403","8","9001 - 10000",6,517,168
"202406","2",   0 - 1000,4,18,3
"202409","1",   0 - 1000,5,2629,237
"202409","4",   0 - 1000,8,2,1
"202410","1","3001 - 4000",4,2931,318
"202403","4","7001 - 8000",8,4264,1521
"202407","2","5001 - 6000",3,37,10
"202501","1","7001 - 8000",6,880,98
"202504","2","7001 - 8000",4,67,10
"202406","4","7001 - 8000",1,3838,468
"202406","6","4001 - 5000",5,569,169
"202505","8","8001 - 9000",3,50,5
"202412","4","5001 - 6000",4,1234,543
"202412","1","1001 - 2000",5,7782,1237
"202504","4","3001 - 4000",1,998,102
"202411","7","10000 +",1,386,25
"202504","5",   0 - 1000,2,1,0
"202412","8","8001 - 9000",8,43,25
"202501","1","4001 - 5000",1,1338,150
"202408","6","4001 - 5000",4,526,159
"202409","7","8001 - 9000",6,1,0
"202502","3","2001 - 3000",4,1041,277
"202406","6","7001 - 8000",8,2900,1023
"202402","1","1001 - 2000",4,6725,814
"202501","1","2001 - 3000",3,4989,651
"202401","4",   0 - 1000,5,10,3
"202404","2","2001 - 3000",7,175,32
"202401","5","2001 - 3000",6,1,1
"202406","1","1001 - 2000",5,7515,780
"202412","5","3001 - 4000",4,2,0
"202406","1","6001 - 7000",4,181,23
"202504","2","5001 - 6000",3,21,6
"202506","8","8001 - 9000",2,45,2
"202505","3","7001 - 8000",3,967,312
"202412","4","4001 - 5000",4,1322,574
"202404","4","3001 - 4000",4,1293,390
"202407","1","2001 - 3000",4,5477,704
"202501","7","9001 - 10000",1,124,4
"202407","7","8001 - 9000",8,2,0
"202412","7","9001 - 10000",3,214,40
General,"7","5001 - 6000",3,1,0
"202505","4","1001 - 2000",2,213,35
"202404","5","4001 - 5000",5,8,4
"202412","3","6001 - 7000",3,414,164
"202504","7","9001 - 10000",3,114,18
General,"1","6001 - 7000",1,3937,477
"202404","1","7001 - 8000",5,570,53
"202506","3","1001 - 2000",1,477,27
"202407","6","2001 - 3000",7,136,29
"202411","8","5001 - 6000",1,1,0
"202401","3","1001 - 2000",7,461,96
"202502","2","7001 - 8000",1,69,6
"202406","1","2001 - 3000",2,5013,511
"202407","7","7001 - 8000",1,1,0
"202403","1",   0 - 1000,8,3088,310
"202501","3",   0 - 1000,4,14,3
"202412","1","2001 - 3000",6,5798,985
"202504","5",   0 - 1000,1,1,0
"202412","6","6001 - 7000",2,411,101
"202411","4","7001 - 8000",3,3678,1739
"202411","7","10000 +",7,386,141
"202406","6","5001 - 6000",4,618,176
"202507","5","5001 - 6000",1,46,0
"202406","1",   0 - 1000,7,2928,283
General,"7","3001 - 4000",3,1,0
"202410","6","6001 - 7000",4,388,167
"202407","4","2001 - 3000",3,916,260
"202411","3","1001 - 2000",1,432,37
"202409","5","5001 - 6000",3,3,1
"202410","4","4001 - 5000",4,1168,496
"202502","6","5001 - 6000",1,362,31
"202412","1","1001 - 2000",2,7782,1237
"202504","1","2001 - 3000",4,4499,463
"202501","8","7001 - 8000",3,1,0
"202504","4","5001 - 6000",1,945,124
"202407","7","8001 - 9000",7,2,0
"202411","2","7001 - 8000",8,81,21
"202404","5","5001 - 6000",1,1,0
"202410","4","4001 - 5000",5,1168,497
"202405","1","3001 - 4000",2,2297,289
"202401","3","3001 - 4000",4,691,204
General,"2","7001 - 8000",5,1550,286
"202409","2","5001 - 6000",5,33,7
General,"6","10000 +",1,3,0
General,"1","4001 - 5000",5,17637,1978
"202408","7","9001 - 10000",2,164,20
"202404","6","4001 - 5000",2,553,66
"202405","5","3001 - 4000",3,3,0
"202410","1","3001 - 4000",2,2931,318
"202403","1","4001 - 5000",7,979,92
"202410","6","3001 - 4000",2,206,33
"202505","1","3001 - 4000",3,2494,268
"202506","3","5001 - 6000",2,615,132
"202410","4","5001 - 6000",4,1142,520
General,"6",   0 - 1000,2,3,0
"202412","5","6001 - 7000",4,4,0
"202408","5","2001 - 3000",6,3,2
"202411","2","6001 - 7000",4,10,3
"202504","5","1001 - 2000",4,2,0
"202505","5","7001 - 8000",1,13,1
"202401","1",   0 - 1000,2,2807,352
"202501","2","6001 - 7000",1,10,2
"202409","2","7001 - 8000",6,83,20
"202405","4","5001 - 6000",3,1159,370
"202412","2","2001 - 3000",6,99,26
"202402","1",   0 - 1000,1,2776,270
"202405","3","2001 - 3000",2,945,198
General,"1","2001 - 3000",3,85651,10406
"202407","6","2001 - 3000",6,136,29
"202502","3","4001 - 5000",5,860,229
"202501","4","2001 - 3000",4,504,129
"202407","6","1001 - 2000",8,50,17
"202505","1","5001 - 6000",3,535,47
"202412","1","2001 - 3000",1,5798,965
"202502","2","3001 - 4000",6,59,8
"202411","1","6001 - 7000",8,266,43
"202407","1","1001 - 2000",4,8255,1070
"202501","7","8001 - 9000",1,2,0
"202505","1","4001 - 5000",2,1229,115
"202407","2","3001 - 4000",8,124,28
"202504","1",   0 - 1000,4,3069,261
"202409","7","8001 - 9000",1,1,0
"202402","5","2001 - 3000",3,2,0
"202403","5","7001 - 8000",1,15,2
"202408","7","10000 +",3,216,44
"202409","2","1001 - 2000",3,167,25
"202507","3","5001 - 6000",1,498,42
"202404","1",   0 - 1000,3,3031,278
"202406","4","2001 - 3000",7,889,254
"202404","5","4001 - 5000",8,8,4
"202408","2","7001 - 8000",4,130,14
"202412","8","8001 - 9000",1,43,4
"202411","3","1001 - 2000",4,432,126
"202408","5","1001 - 2000",7,1,0
"202403","6","2001 - 3000",1,147,11
"202401","1","1001 - 2000",4,6589,866
"202407","2","6001 - 7000",3,14,2
"202410","6","5001 - 6000",3,570,176
General,"6","9001 - 10000",5,2,1
"202501","3","3001 - 4000",4,754,185
"202412","6","2001 - 3000",7,123,42
"202409","1",   0 - 1000,1,2629,224
"202407","8","8001 - 9000",6,23,11
"202409","6","3001 - 4000",5,222,71
"202401","3",   0 - 1000,8,21,5
"202502","8","10000 +",3,1687,322
"202402","7","10000 +",2,74,12
"202406","6","1001 - 2000",7,50,18
"202501","3","4001 - 5000",1,823,121
"202405","3","3001 - 4000",6,766,190
"202501","3","6001 - 7000",4,237,78
"202402","5","4001 - 5000",1,5,0
"202403","7","10000 +",7,157,41
"202401","1","7001 - 8000",1,452,40
"202411","3",   0 - 1000,5,7,3
"202409","4","6001 - 7000",4,749,333
General,"4",   0 - 1000,5,90,23
"202408","8","10000 +",3,1525,280
"202412","6","7001 - 8000",3,2964,960
"202405","7","9001 - 10000",5,183,48
"202409","1","1001 - 2000",8,6800,712
"202410","1","6001 - 7000",8,286,36
"202407","3","3001 - 4000",3,835,255
"202404","6","4001 - 5000",3,553,98
"202401","3","3001 - 4000",8,691,204
General,"1","5001 - 6000",3,8997,1019
"202403","4","4001 - 5000",7,1375,460
"202503","6","5001 - 6000",5,487,185
"202504","3","5001 - 6000",1,575,68
"202501","6","7001 - 8000",6,1859,701
"202412","8","8001 - 9000",2,43,12
"202403","4","3001 - 4000",6,1343,402
"202412","2","5001 - 6000",1,35,8
"202401","3","7001 - 8000",3,658,210
"202506","1","1001 - 2000",2,6867,1124
"202408","5","1001 - 2000",3,1,0
"202403","3","6001 - 7000",3,278,102
"202401","6","2001 - 3000",8,120,28
"202411","4","6001 - 7000",7,625,327
"202402","1","5001 - 6000",2,331,33
"202402","3","3001 - 4000",8,672,182
"202507","5","4001 - 5000",1,77,1
"202409","2","7001 - 8000",3,83,20
"202411","4","6001 - 7000",5,625,327
"202409","4","1001 - 2000",3,236,57
"202404","5","6001 - 7000",8,1,0
"202408","5","7001 - 8000",4,10,3
"202503","1","5001 - 6000",1,546,58
"202408","6","7001 - 8000",7,2725,1044
"202402","5","2001 - 3000",7,2,0
"202503","2",   0 - 1000,4,6,2
"202401","8","8001 - 9000",6,11,4
"202411","6","1001 - 2000",5,18,2
"202406","5","1001 - 2000",2,1,0
"202507","3","3001 - 4000",1,860,49
"202501","3","2001 - 3000",7,1026,241
"202409","4","5001 - 6000",4,1075,424
"202412","2","3001 - 4000",3,72,17
"202507","6","6001 - 7000",1,274,11
"202406","5","5001 - 6000",6,6,2
"202506","4","6001 - 7000",2,424,88
"202501","3","7001 - 8000",6,906,263
"202406","3","2001 - 3000",1,910,77
"202504","3","7001 - 8000",2,1003,242
"202402","2","2001 - 3000",7,166,32
"202402","2","6001 - 7000",8,10,2
"202407","3","5001 - 6000",1,518,108
"202503","4","3001 - 4000",3,917,265
"202405","6","2001 - 3000",4,127,30
"202403","2",   0 - 1000,4,20,5
"202411","6","3001 - 4000",6,199,71
"202407","8","8001 - 9000",8,23,12
"202410","4","6001 - 7000",5,723,345
"202504","4",   0 - 1000,1,4,0
"202403","2",   0 - 1000,1,20,3
"202502","1","2001 - 3000",5,4828,566
"202407","3","1001 - 2000",8,468,116
"202403","1",   0 - 1000,1,3088,288
"202502","3","5001 - 6000",3,565,176
"202402","4","6001 - 7000",1,626,102
"202409","3","3001 - 4000",4,827,221
"202507","3","1001 - 2000",1,509,17
"202410","5","5001 - 6000",4,1,0
"202404","4",   0 - 1000,2,6,0
"202410","3","1001 - 2000",3,384,98
General,"1","3001 - 4000",3,40905,4872
"202412","3",   0 - 1000,8,11,4
"202502","4","7001 - 8000",6,2419,824
"202504","1","6001 - 7000",3,180,13
"202401","2","4001 - 5000",1,75,12
"202406","2","2001 - 3000",4,120,23
"202403","8","8001 - 9000",4,16,6
"202406","6","1001 - 2000",3,50,12
"202507","8","9001 - 10000",1,249,9
"202410","5","6001 - 7000",2,2,1
"202403","4","1001 - 2000",7,343,104
"202411","3","5001 - 6000",2,706,241
"202405","4","4001 - 5000",3,1344,386
"202403","6","2001 - 3000",2,147,18
"202502","8","10000 +",2,1687,204
"202407","8","9001 - 10000",2,446,116
General,"4",   0 - 1000,6,90,23
"202412","1","1001 - 2000",4,7782,1237
"202406","4",   0 - 1000,3,13,1
"202503","3",   0 - 1000,1,18,1
"202407","5","2001 - 3000",6,3,2
"202406","2","4001 - 5000",4,64,12
"202406","4","3001 - 4000",3,1297,377
"202405","1","3001 - 4000",6,2297,289
"202410","6","2001 - 3000",7,88,34
"202401","5","6001 - 7000",6,1,1
"202404","4","4001 - 5000",1,1308,146
"202412","1","1001 - 2000",8,7782,1237
"202402","5","6001 - 7000",8,3,1
"202502","1","3001 - 4000",6,2382,272
"202402","2",   0 - 1000,1,11,1
"202403","2","5001 - 6000",2,50,12
"202405","7","9001 - 10000",7,183,52
"202504","2","1001 - 2000",1,161,21
"202401","4","3001 - 4000",1,1076,136
"202502","2","2001 - 3000",1,92,9
"202410","4","7001 - 8000",6,3497,1467
"202411","3","6001 - 7000",7,362,156
General,"6",   0 - 1000,7,3,2
"202404","5","7001 - 8000",6,13,5
"202407","3","2001 - 3000",5,1016,285
"202409","2",   0 - 1000,6,15,4
"202401","8","9001 - 10000",4,497,129
"202410","2","3001 - 4000",5,95,18
"202401","4","5001 - 6000",7,1010,368
"202402","1","6001 - 7000",1,147,10
"202501","4",   0 - 1000,1,2,0
"202403","6","2001 - 3000",5,147,40
General,"4","3001 - 4000",4,18149,6239
"202501","5","3001 - 4000",3,4,1
"202405","1","5001 - 6000",1,433,44
"202501","2","3001 - 4000",3,71,7
"202409","1","6001 - 7000",5,191,23
"202401","2","2001 - 3000",1,164,19
"202406","1","6001 - 7000",3,181,23
"202409","4","3001 - 4000",5,1114,393
"202408","6","7001 - 8000",4,2725,932
"202408","2","2001 - 3000",4,160,34
"202410","8","9001 - 10000",2,320,50
"202506","2","4001 - 5000",2,39,8
"202409","4",   0 - 1000,2,2,1
"202406","1","3001 - 4000",5,2309,247
"202404","1","2001 - 3000",8,4460,482
"202410","5","3001 - 4000",6,3,2
"202412","6","1001 - 2000",5,36,9
"202408","4","5001 - 6000",5,1252,451
"202502","3","3001 - 4000",1,768,91
"202402","5","3001 - 4000",2,7,2
"202506","4","6001 - 7000",1,424,49
General,"8","9001 - 10000",8,5184,1921
"202503","4","7001 - 8000",4,3099,1170
"202404","1","2001 - 3000",7,4460,482
"202503","1","2001 - 3000",2,5363,624
"202501","1","7001 - 8000",2,880,98
General,"3","3001 - 4000",7,10903,3159
"202501","4","6001 - 7000",6,397,136
General,"6","6001 - 7000",4,5645,2070
"202503","1","7001 - 8000",1,905,76
"202402","2","6001 - 7000",6,10,2
"202403","3","2001 - 3000",1,1120,112
"202405","3","4001 - 5000",5,768,230
"202408","8","9001 - 10000",5,490,157
"202504","6","4001 - 5000",2,451,76
"202406","8","8001 - 9000",2,14,1
"202501","4","1001 - 2000",7,193,45
"202407","6","3001 - 4000",2,298,46
"202405","5","6001 - 7000",5,1,0
"202403","3",   0 - 1000,7,6,2
"202501","1","2001 - 3000",2,4989,651
"202412","8","7001 - 8000",3,1,0
"202404","6","2001 - 3000",7,144,44
General,"7","8001 - 9000",7,15,5
"202407","6","5001 - 6000",3,590,177
"202408","1","2001 - 3000",8,5517,639
"202409","3","3001 - 4000",1,827,108
"202409","8","8001 - 9000",3,18,3
"202501","4","3001 - 4000",7,822,258
"202409","1","3001 - 4000",2,2394,265
"202411","3","1001 - 2000",3,432,125
"202406","8","9001 - 10000",2,465,48
General,"5","2001 - 3000",6,42,18
"202408","5","2001 - 3000",5,3,2
"202403","7","10000 +",3,157,25
"202407","4",   0 - 1000,7,12,5
"202405","1","7001 - 8000",6,599,65
"202411","2",   0 - 1000,4,8,3
"202504","5","1001 - 2000",3,2,0
"202404","7","10000 +",7,145,40
"202401","4","1001 - 2000",5,336,91
"202505","2","7001 - 8000",2,57,14
"202407","4","5001 - 6000",8,1261,524
"202505","2","1001 - 2000",2,167,29
"202406","1",   0 - 1000,4,2928,283
"202408","6","7001 - 8000",1,2725,257
"202407","7","8001 - 9000",2,2,0
"202410","2","3001 - 4000",3,95,18
"202403","3","6001 - 7000",1,278,49
"202412","2","6001 - 7000",6,12,4
"202406","6","2001 - 3000",5,124,32
"202412","6","1001 - 2000",4,36,8
"202402","4","2001 - 3000",4,775,220
"202409","1","4001 - 5000",6,1066,107
"202502","5","5001 - 6000",4,4,0
"202402","5","2001 - 3000",8,2,0
"202411","5","1001 - 2000",4,1,0
"202406","4",   0 - 1000,8,13,3
"202406","2","2001 - 3000",1,120,13
"202501","1","2001 - 3000",6,4989,651
"202403","6","5001 - 6000",2,629,121
"202404","1","2001 - 3000",3,4460,482
"202401","4","5001 - 6000",5,1010,368
"202407","2","2001 - 3000",1,135,14
"202408","1","1001 - 2000",7,8135,886
"202408","6","2001 - 3000",3,129,27
"202404","1","5001 - 6000",8,364,34
"202505","3","1001 - 2000",2,509,85
"202505","7","8001 - 9000",2,3,0
"202412","1","5001 - 6000",6,709,117
"202501","6","4001 - 5000",5,368,111
"202411","6","7001 - 8000",4,2801,1130
"202403","7","8001 - 9000",2,2,0
General,"6","4001 - 5000",6,6964,2356
"202409","6","10000 +",4,1,0
"202403","2","5001 - 6000",7,50,12
"202502","8","9001 - 10000",5,225,73
General,"6","3001 - 4000",1,4681,304
"202412","5","5001 - 6000",4,1,1
"202501","4","4001 - 5000",3,827,263
"202402","2","7001 - 8000",3,125,37
General,"2","2001 - 3000",8,1756,340
General,"6","9001 - 10000",1,2,0
"202412","7","10000 +",4,455,111
"202506","4",   0 - 1000,1,2,0
"202501","1","7001 - 8000",5,880,98
"202404","5","5001 - 6000",6,1,1
"202409","6","4001 - 5000",8,443,164
"202506","6","2001 - 3000",1,97,5
"202505","2","3001 - 4000",2,54,10
General,"6","7001 - 8000",6,37607,14677
"202502","2","3001 - 4000",5,59,8
General,"6","5001 - 6000",8,7028,2652
"202403","2","7001 - 8000",5,153,28
"202407","8","9001 - 10000",4,446,166
"202408","4","4001 - 5000",6,1428,511
"202407","3","1001 - 2000",6,468,116
"202403","4",   0 - 1000,3,4,0
"202410","6","9001 - 10000",5,1,1
"202408","5","7001 - 8000",7,10,3
"202405","1","5001 - 6000",3,433,44
"202409","5","7001 - 8000",6,21,4
"202501","1","7001 - 8000",7,880,98
"202405","3","4001 - 5000",6,768,230
"202410","1","3001 - 4000",3,2931,318
"202411","8","9001 - 10000",2,396,67
"202410","3","2001 - 3000",4,1019,296
"202408","3","1001 - 2000",8,491,100
"202409","8","9001 - 10000",2,287,34
General,"4","5001 - 6000",1,19881,2683
"202411","4","3001 - 4000",2,1042,321
"202404","1","7001 - 8000",3,570,53
"202404","6","1001 - 2000",6,52,9
"202407","6","3001 - 4000",4,298,79
"202503","1","3001 - 4000",2,2601,297
"202410","4",   0 - 1000,3,1,0
General,"8","8001 - 9000",8,245,110
"202409","2","6001 - 7000",8,14,2
"202402","3","7001 - 8000",1,639,84
"202505","8","10000 +",2,2539,314
"202502","3","5001 - 6000",2,565,153
"202401","5","4001 - 5000",5,4,1
"202411","2","7001 - 8000",7,81,21
"202407","1","6001 - 7000",8,205,23
"202503","3","7001 - 8000",1,1188,172
"202403","4","2001 - 3000",4,939,249
"202404","1","3001 - 4000",1,1986,203
"202403","2","6001 - 7000",4,13,3
General,"1",   0 - 1000,8,35278,3693
"202412","4","7001 - 8000",3,4276,1676
"202401","4","6001 - 7000",3,633,244
"202411","3","3001 - 4000",4,1004,338
"202409","6","7001 - 8000",8,2463,1000
"202406","2","2001 - 3000",7,120,23
"202403","4","4001 - 5000",2,1375,333
"202412","3","6001 - 7000",2,414,145
"202505","1",   0 - 1000,1,3336,282
"202502","8","9001 - 10000",4,225,61
"202403","4",   0 - 1000,6,4,0
General,"6","3001 - 4000",5,3763,1100
"202401","1","7001 - 8000",3,452,40
"202406","4","6001 - 7000",4,708,278
General,"4","4001 - 5000",8,15352,5838
"202501","8","8001 - 9000",2,22,4
"202503","4","6001 - 7000",2,493,138
"202502","6","7001 - 8000",1,1825,148
"202404","4","5001 - 6000",6,1184,438
"202404","6","7001 - 8000",4,2909,964
"202409","2","5001 - 6000",2,33,7
"202412","4","2001 - 3000",7,710,252
"202412","7","10000 +",5,455,119
"202406","3","7001 - 8000",4,746,221
General,"5","2001 - 3000",4,46,18
"202401","3","2001 - 3000",1,904,96
"202411","3","7001 - 8000",4,1064,387
"202402","3","3001 - 4000",1,672,78
"202412","1","5001 - 6000",1,709,114
General,"5","6001 - 7000",6,31,9
"202403","5","4001 - 5000",1,7,0
"202410","5","7001 - 8000",1,14,2
"202405","1","7001 - 8000",7,599,65
"202405","4","4001 - 5000",4,1344,447
"202410","1","2001 - 3000",3,5520,619
"202409","1","6001 - 7000",6,191,23
"202504","6","2001 - 3000",2,95,9
"202409","4","2001 - 3000",7,742,240
"202407","8","8001 - 9000",2,23,6
"202406","6","2001 - 3000",4,124,25
"202505","8","9001 - 10000",1,295,12
"202401","1","2001 - 3000",7,4136,550
"202410","3","1001 - 2000",2,384,75
"202412","4","2001 - 3000",8,710,252
"202408","3","2001 - 3000",5,1021,246
"202502","8","10000 +",1,1687,89
"202502","2","4001 - 5000",4,36,3
"202412","4","4001 - 5000",5,1322,577
"202410","6","9001 - 10000",8,1,1
"202504","2",   0 - 1000,1,9,0
"202403","5","2001 - 3000",8,3,1
"202410","6","1001 - 2000",1,31,2
"202412","4","7001 - 8000",8,4276,1831
"202410","8","9001 - 10000",7,320,144
"202403","2","2001 - 3000",1,174,22
"202406","6","4001 - 5000",7,569,176
"202411","6","5001 - 6000",5,573,241
"202404","3","4001 - 5000",4,738,194
"202405","1","1001 - 2000",1,8046,934
"202402","1","2001 - 3000",8,4309,524
"202407","4","6001 - 7000",4,853,390
"202412","2","1001 - 2000",8,183,40
"202404","7","8001 - 9000",1,2,0
"202401","6","1001 - 2000",6,65,15
"202502","4","3001 - 4000",4,739,216
"202502","2","7001 - 8000",6,69,13
"202410","4","6001 - 7000",6,723,345
"202502","5","3001 - 4000",3,2,1
"202405","5","5001 - 6000",1,2,1
"202401","6","5001 - 6000",6,535,191
"202504","4","1001 - 2000",4,224,69
"202501","7","8001 - 9000",6,2,1
"202410","4","3001 - 4000",2,1083,276
"202407","3","5001 - 6000",7,518,200
"202402","6","4001 - 5000",5,520,140
"202412","1","3001 - 4000",6,2982,490
General,"7","9001 - 10000",7,2196,712
"202412","6","4001 - 5000",5,566,197
"202410","4",   0 - 1000,8,1,0
"202412","4","4001 - 5000",8,1322,577
"202411","3","6001 - 7000",2,362,147
"202404","5","4001 - 5000",3,8,4
"202505","7","3001 - 4000",1,1,0
"202503","4","5001 - 6000",1,932,129
"202501","6","7001 - 8000",5,1859,647
"202412","2","1001 - 2000",4,183,40
"202410","1","7001 - 8000",2,740,62
"202401","1","4001 - 5000",1,753,85
"202402","3","5001 - 6000",8,436,151
"202408","1","6001 - 7000",4,191,29
"202505","6","1001 - 2000",3,26,4
"202502","6","4001 - 5000",5,306,100
"202404","5","3001 - 4000",4,7,1
"202407","2","4001 - 5000",5,58,13
"202401","2","3001 - 4000",5,105,19
"202402","3","1001 - 2000",7,432,82
"202401","7","10000 +",7,42,11
"202407","4","1001 - 2000",6,332,93
"202405","5","1001 - 2000",3,3,0
"202411","6","4001 - 5000",4,522,174
"202405","3","3001 - 4000",3,766,188
"202411","6","4001 - 5000",7,522,196
"202501","3","6001 - 7000",3,237,78
"202402","2","6001 - 7000",4,10,2
"202405","1","5001 - 6000",6,433,44
"202404","4","4001 - 5000",2,1308,320
"202406","3","6001 - 7000",3,225,70
"202407","5","2001 - 3000",4,3,2
"202401","2","6001 - 7000",4,15,4
"202407","8","10000 +",4,1323,467
"202401","5","7001 - 8000",4,10,3
"202402","2","3001 - 4000",8,110,20
"202408","6","3001 - 4000",6,279,88
"202501","3","5001 - 6000",6,514,152
"202404","4",   0 - 1000,8,6,1
"202412","8","9001 - 10000",7,491,192
"202507","7","9001 - 10000",1,105,1
"202501","1",   0 - 1000,3,2844,275
"202505","1","4001 - 5000",3,1229,115
"202401","8","9001 - 10000",5,497,153
"202501","5","6001 - 7000",3,2,0
"202507","2","2001 - 3000",1,194,7
"202404","5","3001 - 4000",6,7,1
"202409","4","4001 - 5000",4,1206,476
"202409","4","7001 - 8000",6,3425,1360
"202404","1","1001 - 2000",1,7380,751
"202506","5","6001 - 7000",1,2,0
"202407","2","3001 - 4000",5,124,28
"202405","2","2001 - 3000",5,176,28
"202412","6","5001 - 6000",4,615,208
"202411","3","3001 - 4000",1,1004,156
"202405","1",   0 - 1000,3,3195,353
"202506","5","3001 - 4000",1,2,0
"202502","4","1001 - 2000",4,162,43
"202502","3","2001 - 3000",3,1041,274
"202405","2","2001 - 3000",1,176,15
"202409","4","5001 - 6000",2,1075,278
"202504","4","6001 - 7000",2,497,137
"202506","4","4001 - 5000",2,913,147
"202403","4",   0 - 1000,1,4,0
"202405","1","3001 - 4000",7,2297,289
"202401","8","10000 +",6,525,186
"202404","6","6001 - 7000",3,417,120
"202410","5","1001 - 2000",2,2,1
"202411","6","2001 - 3000",4,83,25
"202402","6","7001 - 8000",1,2924,278
"202412","8","8001 - 9000",4,43,19
"202507","1","6001 - 7000",1,174,18
"202404","5","7001 - 8000",4,13,5
