"dbms","table_catelog","table_schema","table_name","column_name","ordinal_position","data_type","character_maximum_length","constraint_type","table_schema","table_name","column_name"
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,TotalFees,6,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Rent,18,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Other,28,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,HirePurchase,34,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,ApplicationId,3,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,BankCharges,33,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,AverageNetSalary,17,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Accepted,10,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,BankLoans,30,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,TotalLivingExpense,51,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,UserDefinedCPA,49,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,SchoolFees,25,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,CreditScoreFromCache,59,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,NetSalary,16,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,CompanyLoans,29,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,UserDefinedExpenses,45,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,CreateDate,11,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,NewStatusId,13,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,TotalLiability,54,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,CapitalAmount,7,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Petrol_Transport,24,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,NLRComment,55,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,UserDefinedSalary,46,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Amount,4,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,NLRScore,37,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,NLRInst,41,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,ChannelCode,58,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Water_Lights,19,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,PreviousMicroLoan,36,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Telephone,20,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Arrears,12,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,LoanAmount,44,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,MockCreditScore,60,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,OptionId,2,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Groceriers,21,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,EmoluOrders,31,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,OtherMicroLoan,35,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,EnqDate,39,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Instalment,8,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Medical,22,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,NetPM,42,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,CPAInst,40,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,CompanyId,57,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Insurance,23,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,GrossSalary,14,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Maintenance,27,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,Deductions,15,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,StatementDebits,32,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,RepaymentAmount,5,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,ActualLivingExpense,53,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Affordability,RecognisedLivingExpense,52,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,DcQuotationStatus,38,character varying,200,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ApplicationClientId,30,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,OtherIncome,26,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ApplicationId,1,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,NoofDaysSinceLastLoanPaid,72,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IsGetOfferOverride,66,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,BrandId,59,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,Status,20,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,NewStatusId,27,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IP,25,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,AffordabilityId,2,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,RepaymentAmount,12,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,OverrideOfferReasonId,67,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,TotalIncome,14,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,CampaignCode,52,character varying,500,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,AccountNo,3,character varying,20,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,EmployerId,8,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,TotalExpenses,13,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,QuoteApprovalBy,65,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IsLoanOrEmi,61,character varying,10,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,SalaryTypeId,15,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,NextOfKinId,4,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,DebitOrderModeId,43,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,Hash,23,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,Source,64,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,DisbursementId,31,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,PayableAmount,37,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,OverrideOfferReason,68,character varying,250,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ServerIpAddress,57,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,InstallmentAffordabilityPerMonth,62,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ResidentialAddressId,10,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ClientId,7,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ProductId,50,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,RollOverAccountId,36,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IsDisburseButtonClicked,48,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,DocumentId,28,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,RolloverAcceptanceDate,55,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,AggregateLoan,69,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,CurrentActiveLoan,73,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,Step,18,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,CopyLoanAccountId,60,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,SourceApplicationId,74,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,CreatedBy,35,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,DisbursementModeId,42,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IncomeId,29,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,Updated,44,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ReasonId,5,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ParentFlashLoanAccountId,58,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ClientIpAddress,56,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,AccountId,6,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ChannelReferenceNo,47,character varying,20,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,CancelReasonId,63,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IsCopyAppliation,75,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ProcessBy,53,character varying,150,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IsTopUpLoan,76,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,AggregateLoanAmount,70,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IsLoanExist,51,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,DcAgreementId,40,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,QuotationId,32,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,IsCurrent,19,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,DcAgreementStatus,39,character varying,200,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ChannelCode,46,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,BankDetailId,9,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,AgentCode,34,character varying,30,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,RepaymentDate,22,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,SettlementId,21,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,Amount,11,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ClientCategory,71,character varying,255,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,SalaryTypeNo,16,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,CompanyId,45,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,CreateDate,24,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,BranchId,33,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,ReferralCode,54,character varying,500,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,DcQuotationId,41,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,RequestedLoanAmount,49,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application,Period,17,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,ModifiedBy,14,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,CompanyId,21,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,Gender,8,character,1,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,LanguageId,17,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,Whatsapp_Phoneno,25,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,ApplicationClientId,1,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,Title,3,character varying,4,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,PhoneTypeId,23,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,PropertyOwnershipId,19,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,Updated,20,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,EthnicityId,11,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,Isconsent,24,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,Firstname,4,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,MaritalStatusId,9,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,DateOfBirth,7,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,MaritalAgreement,10,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,CountryOfBirthId,16,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,PersonId,2,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,IDNumber,6,character varying,15,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,ModifiedDate,15,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,NewStatusId,13,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,BranchId,18,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,ChannelCode,22,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,OTPVerified,12,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Application_Client,Surname,5,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,CardNumber,14,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,AccountNo,7,character varying,20,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,AccountName,8,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,Updated,15,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,CreateDate,12,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,strikeDate3,20,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,AccountTypeId,5,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,strikeDate2,19,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,BankId,4,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,ReferenceId,3,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,IsActive,9,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,TransactionId,2,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,ChannelCode,17,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,IsEnabled,11,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,CompanyId,16,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,IsVerified,10,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,NewStatusId,13,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,BankDetailId,1,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,PeriodId,6,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.BankDetail,strikeDate1,18,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,NewStatusId,14,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,MaritalStatusId,10,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,Surname,6,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,LanguageId,16,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,Firstname,5,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,Gender,9,character,1,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,DateOfBirth,8,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,ChannelCode,23,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,UserId,2,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,IDNumber,7,character varying,15,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,DeliquencyReasonId,27,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,IsDelinquent,24,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,PropertyOwnershipId,20,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,BranchId,19,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,OTPVerified,13,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,CustUniqueIdentifier,25,uuid,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,IsDebtReview,26,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,CompanyId,22,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,Title,4,character varying,4,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,ModifiedBy,17,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,Updated,21,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,ModifiedDate,18,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,CountryOfBirthId,15,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,ClientId,1,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,PersonId,3,bigint,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,EthnicityId,12,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Client,MaritalAgreement,11,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,BureauCallDate,11,date,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,ApplicationScore,5,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,NLRScore,4,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,Score,10,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,convertedscore,12,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,ServiceProvider,8,character varying,40,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,RiskType,7,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,CreditScoreId,1,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,ReferenceNumber,9,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,CreditScoreResponse,3,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,BehaviourScore,6,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.CreditScore,ApplicationId,2,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,terminalID,8,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,TrackingNumber,19,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,IsUsingExistingCard,27,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,DisbursementDate,3,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,ExpiryDate,20,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,DisbursementId,1,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,StatusId,4,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,RewardAmount,34,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,DisbursementModeId,32,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,ConsultantApproveBy,28,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,transactionFee,14,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,ReIssueCardDetailsId,18,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,resultText,13,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,TCCTerminalID,17,character varying,20,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,serverTransactionID,15,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,authNumber,16,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,ManagerApproveBy,29,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,AllowTerminalChange,25,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,SigningMethod,22,character,1,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,requestAmount,9,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,StatusMessage,33,character varying,200,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,NuCardNumber,2,character varying,20,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,resultCode,7,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,balanceAmount,12,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,DisbursementAmt,5,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,ConsultantApproveDate,30,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,profileNumber,10,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,ManagerApproveDate,31,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,CardSelection,26,character varying,10,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,OTPReference,21,character varying,10,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,OTPVerified,23,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,ReferralAmount,36,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,clientTransactionID,6,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,cardNumber,11,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,IsReferred,35,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Disbursement,DebitOrderModeId,24,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,ChannelCode,19,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,IndustryId,3,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,EmployeeNo,11,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,CompanyId,18,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,TelephoneNo,14,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,HRCellnumber,21,character varying,12,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,CellNo,15,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,AddressTypeId1,24,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,ContractEndDate,23,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,HRName,20,character varying,500,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,StartDate,12,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,NewStatusId,6,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,OccupationCode,13,character varying,10,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,PayDay,16,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,AddressTypeId3,28,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,ContactNo,5,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,EmployerId,1,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,PayDay3,29,character varying,20,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,Updated,17,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,PayDay2,27,character varying,20,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,AddressTypeId2,26,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,HRAddress,22,character varying,500,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,PayDay1,25,character varying,20,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,AddressTypeId,10,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,NetPay,9,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,EmployerCode,7,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,Name,4,character varying,255,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,SupervisorName,8,character varying,2000,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Employer,AddressId,2,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,NewStatusId,15,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,RepoRateAdjustment,47,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,InstallmentAmount,13,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,RepaymentDate,17,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,ServiceFee,24,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,ApplicationId,3,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,AdditionalVapAmount,49,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,LastStatusDate,6,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,RepoRate,45,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,InitiationFee,31,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,VAPPerInstallmentAmount,33,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,InitiationVATAmount,38,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,CustomerAcceptanceSigningMethod,50,character varying,10,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,RepayOption,44,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,Premium,25,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,OTPReferenceNumber,32,text,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,IsRollOver,42,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,AffordabilityOptionId,4,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,QuotationStatusId,5,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,InterestRate,11,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,DeferredAmount,30,numeric,,,,,
